Marathi_Word,Frequency
दाखल,19
तारीख,19
चंगीझच्या,19
शक्ती,19
पृष्ठे,19
जुन्या,19
काढले,19
ओळखण,19
प्रत्यक्ष,19
आल्यावर,19
कृष्णा,19
दगडी,19
विषय,19
जमीन,19
वातावरणात,19
८५,19
पूर्वेस,19
चुका,19
नसल्याने,19
कृष्ण,19
घटक,19
डोटेली,19
गोष्टी,19
अंगिका,19
लगेचच,19
बॉम्ब,19
प्रत्येकी,19
सुरुवातीच्या,19
पत्,19
सामन्यांच्या,19
अवधी,18
वडील,18
आफ्रिकेत,18
गांधीजींच्या,18
मित्र,18
०१,18
नऊ,18
सुंदर,18
पाचव्या,18
युद्धनौका,18
तिसरी,18
काश्मीर,18
बांधून,18
आरमार,18
काळातील,18
प्लूटोचे,18
पाडले,18
घालून,18
अहमदनगर,18
व्यक्त,18
डायॉक्साईड,18
लोकशाही,18
अवतार,18
आख्यायिका,18
विष्णू,18
पुण्याच्या,18
साजरे,18
बंदी,18
पवित्र,18
दे,18
विमानांना,18
माझे,18
नेताजी,18
तापमानवाढ,18
मिळालेल्या,18
दशकात,18
१६०,18
पृष्ठभागावर,18
सामनावीराचा,18
उठाव,18
बॉम्बे,18
नव्हे,18
मोरेस्बीवर,18
असोसिएशन,18
ओळखला,18
स्पेनचे,18
उदा,18
टर्मिनस,18
आसपास,18
क्लब,18
संघाचे,18
हेच,18
वेरूळची,18
जगाच्या,18
अली,18
दक्षिणेकडे,18
पार्वती,18
७४,18
७६,18
पठाण,18
संस्कृत,18
सुभेदार,18
नकाशा,18
मुळा,18
छोटी,18
तिसरा,18
पाहिजे,18
बर्लिन,18
सुरक्षित,18
हवाई,18
मागील,18
वाटले,18
देण्यासाठी,18
चौक,18
दत्त,18
अण्णांनी,18
शतकातील,18
देणे,18
डेव्हिड,18
शैक्षणिक,18
दाल्बास,18
लंडन,18
गार्डन,18
प्रीमियर,18
पोर्तुगाल,18
साधारण,18
८१,18
मध्यम,18
उभे,18
बस,18
छायाचित्र,18
मिळवून,18
चंद्रगुप्त,18
लोकसभा,18
पद्धत,18
थेट,18
नामक,18
आधार,18
पुढीलप्रमाणे,18
६९,17
डेन्मार्क,17
नकाशे,17
महिला,17
ज्यामुळे,17
येऊ,17
पश्चिमेस,17
ब्रिटिशांच्या,17
संघाची,17
८९,17
ज्ञात,17
दिसत,17
बंदर,17
शनिवार,17
मानण्यात,17
सवाई,17
कठीण,17
फरक,17
चलन,17
मोहम्मद,17
कोड,17
परवानगी,17
भव्य,17
खनिज,17
करंदीकर,17
पासुन,17
प्रतिनिधी,17
निकाल,17
खटला,17
ग्रेट,17
अनिर्णित,17
९७,17
सुभाष,17
बोइंग,17
शीख,17
उरुग्वे,17
क्रांती,17
२०२०,17
दरवाजा,17
सेना,17
भरून,17
सामन्यातील,17
झाल्यावर,17
१९६०,17
तिचा,17
अस्तित्व,17
१९३०,17
शास्त्रज्ञ,17
फेरीत,17
पद्धती,17
खंडोबाच्या,17
रेट,17
प्राप्त,17
मर्यादित,17
कार्य,17
दिसला,17
आलेली,17
कोथरूड,17
सिंहगड,17
पर्याय,17
कॉर्पोरेशन,17
शरद,17
वाघाची,17
नानासाहेब,17
वाघाचे,17
सर्वत्र,17
कर्नाटकातील,17
सादर,17
गजानन,17
मस्तक,17
आकार,17
प्रकाशक,17
संरचना,17
गणपतीचा,17
जय,17
म,17
घडवून,17
अनंत,17
सकल,17
जाईल,17
९६,17
मराठवाडा,17
शकतो,17
धर्माचा,17
ट्वेंटी२०,17
मराठ्यांनी,17
जयपूर,17
खूपच,17
शास्त्रीय,17
आयपीएल,17
शके,17
वध,17
मानतात,17
जाई,17
दिवसांत,17
डाव्या,17
एकही,17
सहाव्या,17
जिल्ह्यातील,17
हजारो,17
६००,17
यादीत,17
विंदा,17
विमानांच्या,17
परिषद,17
दिलीप,16
कॅप्टन,16
पॅरिसमध्ये,16
भवन,16
दालन,16
असावा,16
मारा,16
उत्तरेस,16
गौतम,16
मानला,16
संघाचा,16
कसा,16
हिटलर,16
होळकर,16
आदेश,16
बुधवार,16
त्यानंतरच्या,16
आवाहन,16
कसबा,16
रांग,16
सैन्यात,16
९४,16
युरोपियन,16
टिपू,16
निघाला,16
अनुक्रमे,16
बेटे,16
फ्रान्सच्या,16
वाय,16
विकिमीडिया,16
त्यातून,16
तांत्रिक,16
घेण्यास,16
अखेर,16
वाढते,16
लोकमान्य,16
प्रचलित,16
असणे,16
कुमक,16
एकत्रीकरण,16
ब्राझील,16
नेतृत्वाखालील,16
मोगल,16
केल्यानंतर,16
पृथ्वीवर,16
जुना,16
शकले,16
करायला,16
गो,16
टाकून,16
सर्वोत्कृष्ट,16
आनंद,16
रेल,16
मंत्री,16
११९,16
ल,16
राहुल,16
एकच,16
पहिल्यांदाच,16
घेण्याची,16
१९७९,16
वैदिक,16
पत्नी,16
लेक्झिंग्टन,16
बराक,16
ब,16
चषक,16
फ्लेचरला,16
ऑन,16
भारतावर,16
ट्रॉफी,16
बांधला,16
स्वस्त,16
विदागारातील,16
चिन्नास्वामी,16
येणारी,16
प्रशिक्षित,16
जपानची,16
बाजीराव,16
त्यापैकी,16
कळवले,16
भाषांतर,16
उल्का,16
१०००,16
संवेदनशील,16
सल्ला,16
भूभाग,16
कर्वे,16
चंद्राला,16
लावले,16
मिळेल,16
परिसरातील,16
उपाय,16
बनली,16
प्रतिमा,16
वाढीस,16
युद्धातील,16
आशा,16
चॅलेंजर्स,16
गोळीबार,16
उद्याने,16
मुंबईची,16
पूर्वेकडील,16
पाण्याची,16
सकाळी,16
१९५०,16
पोहोचले,16
१०६,16
उतरले,16
बटु,16
आरमारी,16
चिदंबरम,16
विहार,15
वेळेस,15
मार्श,15
सुरूच,15
लागून,15
जिंकला,15
१७ला,15
गंगा,15
महायुद्धातील,15
सुरुवातीस,15
साम्राज्याचे,15
पावसामुळे,15
प्रमाणे,15
व्यवसाय,15
गांधीनी,15
इंदिरा,15
उपनगर,15
ताकागी,15
गांधीजींना,15
सभा,15
स्वरूपात,15
ग्रंथात,15
स्त्रिया,15
आणली,15
प्रवाह,15
प्रांतात,15
हेही,15
शेर,15
सिंह,15
१९४७,15
वृक्ष,15
पुरवठा,15
बराच,15
जाता,15
होण्याची,15
गोलंदाजी,15
शकला,15
बेचिराख,15
आकडेवारी,15
